fname,label,Addhatrital,Bhajani,Dadra,Deepchandi,Ektal,Jhaptal,Rupak,Trital,y_pred
addhatrital01.wav,Addhatrital,0.7078626751899719,0.015237875282764435,0.06425220519304276,0.007555818185210228,0.07332800328731537,0.053728584200143814,0.07523646950721741,0.002798396162688732,Addhatrital
addhatrital02.wav,Addhatrital,0.6932390332221985,0.008012183010578156,0.06304335594177246,0.005092758219689131,0.09631181508302689,0.0904877707362175,0.04334358870983124,0.000469311693450436,Addhatrital
addhatrital03.wav,Addhatrital,0.6814634799957275,0.019973520189523697,0.05406411364674568,0.0033394217025488615,0.08122105896472931,0.07466807961463928,0.08271899819374084,0.002551425714045763,Addhatrital
addhatrital04.wav,Addhatrital,0.6687384247779846,0.01152756903320551,0.08436069637537003,0.0071272822096943855,0.08880453556776047,0.11137977242469788,0.020125171169638634,0.007936453446745872,Addhatrital
addhatrital05.wav,Addhatrital,0.7722130417823792,0.009641432203352451,0.01188849750906229,0.0025734452065080404,0.035098105669021606,0.03895844891667366,0.12193351984024048,0.007693536579608917,Addhatrital
addhatrital06.wav,Addhatrital,0.7305629253387451,0.009227489121258259,0.037424150854349136,0.003680154215544462,0.06042127311229706,0.045547861605882645,0.11170394718647003,0.0014321908820420504,Addhatrital
addhatrital07.wav,Addhatrital,0.7361037731170654,0.013260673731565475,0.052056849002838135,0.002925531007349491,0.06694041192531586,0.05921468511223793,0.06851804256439209,0.0009799919789656997,Addhatrital
addhatrital08.wav,Addhatrital,0.6351276636123657,0.011110828258097172,0.05330308526754379,0.008323375135660172,0.07503559440374374,0.05045129731297493,0.14497767388820648,0.021670356392860413,Addhatrital
addhatrital09.wav,Addhatrital,0.6263958811759949,0.13334330916404724,0.03145155310630798,0.05542861297726631,0.05711241438984871,0.07075542956590652,0.000768104160670191,0.024744588881731033,Addhatrital
addhatrital10.wav,Addhatrital,0.5480523705482483,0.15523310005664825,0.05205836519598961,0.06248725950717926,0.08257181197404861,0.05229247361421585,0.00021243996161501855,0.04709208011627197,Addhatrital
addhatrital11.wav,Addhatrital,0.4252687990665436,0.3134385347366333,0.02635861560702324,0.04077091068029404,0.11694735288619995,0.047616563737392426,0.002773907734081149,0.026825260370969772,Addhatrital
addhatrital12.wav,Addhatrital,0.5617432594299316,0.12987521290779114,0.04092739149928093,0.0985366478562355,0.0653390884399414,0.052120693027973175,0.0004499173373915255,0.05100780725479126,Addhatrital
addhatrital13.wav,Addhatrital,0.5302999019622803,0.11562053859233856,0.050199612975120544,0.10802742838859558,0.06397460401058197,0.07606883347034454,0.0011129938066005707,0.05469610542058945,Addhatrital
addhatrital14.wav,Addhatrital,0.5902195572853088,0.1492154747247696,0.02931486815214157,0.07641696184873581,0.07499592751264572,0.057206135243177414,0.00020060421957168728,0.022430449724197388,Addhatrital
addhatrital15.wav,Addhatrital,0.5578756928443909,0.2073545902967453,0.02770560048520565,0.058336518704891205,0.06609056144952774,0.05360269173979759,1.853020876296796e-05,0.029015785083174706,Addhatrital
addhatrital16.wav,Addhatrital,0.723476767539978,0.06544967740774155,0.03537185490131378,0.09155722707509995,0.03438517078757286,0.034763872623443604,8.5829509771429e-05,0.014909690245985985,Addhatrital
addhatrital17.wav,Addhatrital,0.6129860281944275,0.11550205945968628,0.018126502633094788,0.1166294664144516,0.060215722769498825,0.06322070211172104,0.00011342101788613945,0.013205966912209988,Addhatrital
addhatrital18.wav,Addhatrital,0.6068015694618225,0.09243102371692657,0.019730886444449425,0.1307116150856018,0.04838398098945618,0.07819118350744247,9.596009476808831e-05,0.023653551936149597,Addhatrital
addhatrital19.wav,Addhatrital,0.5622283816337585,0.11910873651504517,0.027016906067728996,0.12844251096248627,0.06739151477813721,0.07186999917030334,0.0024375272914767265,0.0215044803917408,Addhatrital
addhatrital20.wav,Addhatrital,0.5868563055992126,0.15829722583293915,0.024244824424386024,0.056778956204652786,0.08046696335077286,0.08463592827320099,0.0003418847918510437,0.00837794505059719,Addhatrital
addhatrital21.wav,Addhatrital,0.6643980741500854,0.10140146315097809,0.01580006070435047,0.07333837449550629,0.04661717638373375,0.07723837345838547,0.00023041575332172215,0.020975865423679352,Addhatrital
addhatrital22.wav,Addhatrital,0.653597891330719,0.10996292531490326,0.034243714064359665,0.06266801059246063,0.07816609740257263,0.05246024206280708,7.09147789166309e-05,0.008830217644572258,Addhatrital
addhatrital23.wav,Addhatrital,0.674406886100769,0.12091631442308426,0.031699296087026596,0.0960036888718605,0.030283527448773384,0.03594794124364853,4.8804617108544335e-05,0.010693449527025223,Addhatrital
addhatrital24.wav,Addhatrital,0.7632957696914673,0.06130283325910568,0.05037841573357582,0.016744151711463928,0.020669590681791306,0.08147979527711868,0.0003356504312250763,0.005793857388198376,Addhatrital
addhatrital25.wav,Addhatrital,0.7002944350242615,0.05386070907115936,0.061585016548633575,0.03484050929546356,0.015101603232324123,0.12914329767227173,0.0021150526590645313,0.003059355542063713,Addhatrital
addhatrital26.wav,Addhatrital,0.8101528882980347,0.06349951773881912,0.05754297971725464,0.04585745930671692,0.000733880908228457,0.021294742822647095,3.2856682082638144e-05,0.0008857627399265766,Addhatrital
addhatrital27.wav,Addhatrital,0.7116022109985352,0.07269914448261261,0.1172218769788742,0.058740656822919846,0.005093156825751066,0.03141481429338455,0.0001806071086321026,0.003047350561246276,Addhatrital
addhatrital28.wav,Addhatrital,0.509865939617157,0.16914626955986023,0.07735926657915115,0.0880376398563385,0.015757469460368156,0.13867536187171936,3.8859252526890486e-05,0.0011191770900040865,Addhatrital
addhatrital29.wav,Addhatrital,0.43131157755851746,0.04967830330133438,0.06618443876504898,0.3632796108722687,0.02159886620938778,0.0007120189256966114,0.06555519253015518,0.0016800541197881103,Addhatrital
addhatrital30.wav,Addhatrital,0.5403819680213928,0.08311542868614197,0.0934828370809555,0.24735358357429504,0.010851745493710041,0.001290296670049429,0.014305501244962215,0.009218556806445122,Addhatrital
addhatrital31.wav,Addhatrital,0.479841411113739,0.09137912094593048,0.07566078752279282,0.286641389131546,0.014161857776343822,0.0033841654658317566,0.03651416674256325,0.012417217716574669,Addhatrital
addhatrital32.wav,Addhatrital,0.6757729649543762,0.04727507010102272,0.050008442252874374,0.1800248622894287,0.0032324758358299732,0.0005534898373298347,0.03767791762948036,0.005454678554087877,Addhatrital
addhatrital33.wav,Addhatrital,0.6220353245735168,0.04840145632624626,0.07066504657268524,0.2007407397031784,0.008215498179197311,0.00536665553227067,0.04143852740526199,0.003136892570182681,Addhatrital
addhatrital34.wav,Addhatrital,0.428972065448761,0.04379786178469658,0.12660157680511475,0.1951613426208496,0.05262365937232971,0.014838959090411663,0.13745932281017303,0.0005452943732962012,Addhatrital
addhatrital35.wav,Addhatrital,0.6218223571777344,0.05650295317173004,0.08861373364925385,0.19702062010765076,0.0036754165776073933,0.00172427820507437,0.02090469002723694,0.00973604153841734,Addhatrital
addhatrital36.wav,Addhatrital,0.6588422656059265,0.04424915462732315,0.11224985867738724,0.1411868929862976,0.0021615310106426477,0.007455659564584494,0.015333949588239193,0.018520627170801163,Addhatrital
addhatrital37.wav,Addhatrital,0.6525458693504333,0.047706667333841324,0.06974224001169205,0.17013971507549286,0.004646718502044678,0.0009330844040960073,0.05114901438355446,0.003136609448119998,Addhatrital
addhatrital38.wav,Addhatrital,0.6054315567016602,0.02998126856982708,0.08155495673418045,0.22759324312210083,0.005613922141492367,0.004376928322017193,0.042565811425447464,0.0028823185712099075,Addhatrital
addhatrital39.wav,Addhatrital,0.5107117295265198,0.057729318737983704,0.08781714737415314,0.2528494596481323,0.008836791850626469,0.0014862663811072707,0.07317250221967697,0.007396911736577749,Addhatrital
